Scaffold rank,Compounds,Severe cliffs,Cliff density,Intra-scaffold sigma,Mean pIC50,Contains patent-excl,Scaffold SMILES
133,4,0,0.0,0.4405430185310018,3.345253814141925,False,O=C1CC(=O)C2C(=O)C3C(=O)c4ccccc4C[C@H]3C[C@H]2C1
134,4,0,0.0,0.0,4.939302159646388,False,O=C(/C=C/c1cccnc1)c1c(-c2ccccc2)c2cccnc2[nH]c1=O
135,4,0,0.0,0.2417018897289722,6.6589709500888965,False,O=C(c1ccc2[nH]c(-c3cc4ccc(-c5cccnc5-c5cncs5)nc4n3CC3CC3)nc2c1)N1CCCCC1
136,4,0,0.0,0.1441512966803695,7.330544618722391,False,O=C1CC(COc2nccc3cc(-c4cc5ccc(C(=O)N6CCCCC6)cn5n4)n(CC4CC4)c23)CN1
137,4,0,0.0,0.2886538802165179,7.250813243999953,False,O=C(c1ccc2c(c1)nc(-c1cc3cccnc3n1CC1CC1)n2C1CC1)N1[C@H]2CC[C@@H]1CC2
138,4,0,0.0,0.3175479571933665,7.339150205998232,False,O=C(c1ccc2c(c1)nc1n2Cc2cccc(c2)-c2ccccc2CCCCn2c-1cc1cccnc12)N1CCCCC1
139,4,0,0.0,0.2415584214329678,7.436765211632842,False,O=C(c1ccc2[nH]c(-c3cc4scc(-c5cn[nH]c5)c4n3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2
140,4,0,0.0,0.2494107435898346,6.891982950685588,False,O=C(c1ccc2[nH]c(-c3cc4ccc(NC5CC5)nc4n3CC3CC3)nc2c1)N1CCCCC1
141,4,0,0.0,0.2594538250555528,7.40609919096293,False,O=C(c1ccc2[nH]c(-c3cc4scc(C5CCC5)c4n3CC3CC3)nc2c1)N1C[C@H]2CC[C@@H]1C2
142,4,0,0.0,0.283518937119271,6.150436478688585,False,O=C(c1ccc2[nH]c(-c3cc4ccc(N5CCCC5=O)nc4n3CC3CC3)nc2c1)N1CCCCC1
143,4,0,0.0,0.2697686159590072,7.424924514377025,False,O=C(c1ccc2[nH]c(-c3cc4ccc(N5CCCCC5)cc4n3CC3CC3)nc2c1)N1CC2CCC1C2
144,4,0,0.0,0.3486394760297109,6.184575767684692,False,O=C1NCCC2C=c3[nH]c(C4Cc5ccccc5N4CC4CC4)nc3=CC12
145,4,0,0.0,0.0721334132130137,6.06246936830415,False,O=C1NCCc2cc3[nH]c(-c4cc5cccnc5[nH]4)nc3cc21
146,4,0,0.0,0.0353642613741359,6.878043751549188,False,O=C(c1ccc2[nH]c(-c3cc4ccc(Nc5ccncn5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2
147,4,0,0.0,0.9364979326576022,6.7090659093048615,False,O=C(c1ccc2cc(-c3cc4ccc(N5CCCCC5)cc4n3CC3CC3)oc2c1)N1CC2CCC1C2
148,4,0,0.0,0.1290596643719221,7.098619869140633,False,O=C(c1ccc2cc(-c3cc4ccc(-c5ccc6[nH]c(=O)ccc6c5)cc4n3CC3CC3)nn2c1)N1CCCCC1
149,4,0,0.0,0.1980948996726502,7.491644061128262,False,O=C(c1ccc2cc(-c3cc4cccc(OCCn5cncn5)c4n3CC3CC3)nn2c1)N1CCCCC1
150,4,0,0.0,0.6229571932739484,6.111543801671965,False,O=C(c1ccc2cc(-c3cc4ccc(-c5ccc6[nH]ncc6c5)nc4n3CC3CC3)nn2c1)N1CCCCC1
151,4,0,0.0,0.2435614153443673,7.064606485429298,False,O=C(c1ccc2[nH]c(-c3cc4ccc(-c5ccc(=O)[nH]c5)nc4n3CC3CC3)nc2c1)N1CC2CCC1C2
